
,,,,Measures,"Number of collisions","Number of vehicles","Number of injured","Number of fatalities"
"Month","Year","Day of Week","Collision Hour","Collision Sev",
"August","2021","Total","18:00 to 20:59","Injury collisions",1169,1996,1543,0
"August","2021","Total","21:00 to 23:59","Fatal collisions",31,50,23,35
"August","2021","Total","21:00 to 23:59","Injury collisions",743,1219,1004,0
"August","2021","Monday","Midnight to 2:59","Fatal collisions",4,6,2,5
"August","2021","Monday","Midnight to 2:59","Injury collisions",45,63,61,0
"August","2021","Monday","3:00 to 5:59","Fatal collisions",1,1,1,2
"August","2021","Monday","3:00 to 5:59","Injury collisions",35,52,41,0
"August","2021","Monday","6:00 to 8:59","Fatal collisions",3,5,5,4
"August","2021","Monday","6:00 to 8:59","Injury collisions",136,232,170,0
"August","2021","Monday","9:00 to 11:59","Fatal collisions",3,5,2,4
"August","2021","Monday","9:00 to 11:59","Injury collisions",156,280,208,0
"August","2021","Monday","12:00 to 14:59","Fatal collisions",4,7,3,4
"August","2021","Monday","12:00 to 14:59","Injury collisions",231,433,307,0
"August","2021","Monday","15:00 to 17:59","Fatal collisions",3,4,3,3
"August","2021","Monday","15:00 to 17:59","Injury collisions",341,634,447,0
"August","2021","Monday","18:00 to 20:59","Fatal collisions",3,3,0,3
"August","2021","Monday","18:00 to 20:59","Injury collisions",171,299,230,0
"August","2021","Monday","21:00 to 23:59","Fatal collisions",7,12,5,10
"August","2021","Monday","21:00 to 23:59","Injury collisions",83,129,105,0
"August","2021","Tuesday","Midnight to 2:59","Fatal collisions",2,4,1,2
"August","2021","Tuesday","Midnight to 2:59","Injury collisions",24,41,28,0
"August","2021","Tuesday","3:00 to 5:59","Fatal collisions",2,2,1,2
"August","2021","Tuesday","3:00 to 5:59","Injury collisions",30,41,35,0
"August","2021","Tuesday","6:00 to 8:59","Fatal collisions",4,4,1,4
"August","2021","Tuesday","6:00 to 8:59","Injury collisions",146,270,187,0
"August","2021","Tuesday","9:00 to 11:59","Fatal collisions",1,1,1,1
"August","2021","Tuesday","9:00 to 11:59","Injury collisions",192,363,235,0
"August","2021","Tuesday","12:00 to 14:59","Fatal collisions",10,22,7,10
"August","2021","Tuesday","12:00 to 14:59","Injury collisions",250,466,351,0
"August","2021","Tuesday","15:00 to 17:59","Fatal collisions",3,6,3,3
"August","2021","Tuesday","15:00 to 17:59","Injury collisions",334,643,441,0
"August","2021","Tuesday","18:00 to 20:59","Fatal collisions",3,6,3,3
"August","2021","Tuesday","18:00 to 20:59","Injury collisions",192,321,237,0
"August","2021","Tuesday","21:00 to 23:59","Fatal collisions",1,1,0,1
"August","2021","Tuesday","21:00 to 23:59","Injury collisions",105,171,132,0
"August","2021","Wednesday","Midnight to 2:59","Fatal collisions",1,2,1,1
"August","2021","Wednesday","Midnight to 2:59","Injury collisions",25,34,30,0
"August","2021","Wednesday","3:00 to 5:59","Fatal collisions",0,0,0,0
"August","2021","Wednesday","3:00 to 5:59","Injury collisions",26,34,31,0
"August","2021","Wednesday","6:00 to 8:59","Fatal collisions",6,9,3,6
"August","2021","Wednesday","6:00 to 8:59","Injury collisions",103,183,123,0
"August","2021","Wednesday","9:00 to 11:59","Fatal collisions",3,6,3,4
"August","2021","Wednesday","9:00 to 11:59","Injury collisions",157,279,216,0
"August","2021","Wednesday","12:00 to 14:59","Fatal collisions",4,7,2,4
"August","2021","Wednesday","12:00 to 14:59","Injury collisions",207,384,269,0
"August","2021","Wednesday","15:00 to 17:59","Fatal collisions",4,5,4,4
"August","2021","Wednesday","15:00 to 17:59","Injury collisions",287,571,402,0
"August","2021","Wednesday","18:00 to 20:59","Fatal collisions",2,3,0,2
"August","2021","Wednesday","18:00 to 20:59","Injury collisions",128,215,159,0
"August","2021","Wednesday","21:00 to 23:59","Fatal collisions",4,8,3,4
"August","2021","Wednesday","21:00 to 23:59","Injury collisions",84,134,116,0
"August","2021","Thursday","Midnight to 2:59","Fatal collisions",1,1,3,1
"August","2021","Thursday","Midnight to 2:59","Injury collisions",35,52,47,0
"August","2021","Thursday","3:00 to 5:59","Fatal collisions",2,2,1,2
"August","2021","Thursday","3:00 to 5:59","Injury collisions",21,31,28,0
"August","2021","Thursday","6:00 to 8:59","Fatal collisions",0,0,0,0
"August","2021","Thursday","6:00 to 8:59","Injury collisions",116,218,146,0
"August","2021","Thursday","9:00 to 11:59","Fatal collisions",3,4,5,5
"August","2021","Thursday","9:00 to 11:59","Injury collisions",145,271,178,0
"August","2021","Thursday","12:00 to 14:59","Fatal collisions",1,2,0,3
"August","2021","Thursday","12:00 to 14:59","Injury collisions",236,436,300,0
"August","2021","Thursday","15:00 to 17:59","Fatal collisions",6,8,1,6
"August","2021","Thursday","15:00 to 17:59","Injury collisions",332,663,477,0
"August","2021","Thursday","18:00 to 20:59","Fatal collisions",7,9,2,7
"August","2021","Thursday","18:00 to 20:59","Injury collisions",179,302,235,0
"August","2021","Thursday","21:00 to 23:59","Fatal collisions",3,5,0,3
"August","2021","Thursday","21:00 to 23:59","Injury collisions",103,173,131,0
"August","2021","Friday","Midnight to 2:59","Fatal collisions",4,5,1,4
"August","2021","Friday","Midnight to 2:59","Injury collisions",48,72,61,0
"August","2021","Friday","3:00 to 5:59","Fatal collisions",3,4,3,3
"August","2021","Friday","3:00 to 5:59","Injury collisions",32,36,39,0
"August","2021","Friday","6:00 to 8:59","Fatal collisions",2,2,0,2
"August","2021","Friday","6:00 to 8:59","Injury collisions",109,201,133,0
"August","2021","Friday","9:00 to 11:59","Fatal collisions",4,6,4,4
"August","2021","Friday","9:00 to 11:59","Injury collisions",167,303,218,0
"August","2021","Friday","12:00 to 14:59","Fatal collisions",7,10,3,9
"August","2021","Friday","12:00 to 14:59","Injury collisions",250,488,346,0
"August","2021","Friday","15:00 to 17:59","Fatal collisions",9,16,7,9
"August","2021","Friday","15:00 to 17:59","Injury collisions",334,654,448,0
"August","2021","Friday","18:00 to 20:59","Fatal collisions",5,6,1,5
"August","2021","Friday","18:00 to 20:59","Injury collisions",174,325,230,0
"August","2021","Friday","21:00 to 23:59","Fatal collisions",9,15,9,9
"August","2021","Friday","21:00 to 23:59","Injury collisions",124,210,174,0
"August","2021","Saturday","Midnight to 2:59","Fatal collisions",3,4,1,6
"August","2021","Saturday","Midnight to 2:59","Injury collisions",70,99,101,0
"August","2021","Saturday","3:00 to 5:59","Fatal collisions",1,1,1,1
"August","2021","Saturday","3:00 to 5:59","Injury collisions",44,62,57,0
"August","2021","Saturday","6:00 to 8:59","Fatal collisions",4,5,1,4
"August","2021","Saturday","6:00 to 8:59","Injury collisions",48,70,68,0
"August","2021","Saturday","9:00 to 11:59","Fatal collisions",1,2,0,1
"August","2021","Saturday","9:00 to 11:59","Injury collisions",161,297,217,0
"August","2021","Saturday","12:00 to 14:59","Fatal collisions",3,6,6,4
"August","2021","Saturday","12:00 to 14:59","Injury collisions",224,405,306,0
"August","2021","Saturday","15:00 to 17:59","Fatal collisions",1,2,1,2
"August","2021","Saturday","15:00 to 17:59","Injury collisions",240,430,336,0
"August","2021","Saturday","18:00 to 20:59","Fatal collisions",4,15,4,4
"August","2021","Saturday","18:00 to 20:59","Injury collisions",162,266,230,0
"August","2021","Saturday","21:00 to 23:59","Fatal collisions",3,3,0,4
"August","2021","Saturday","21:00 to 23:59","Injury collisions",127,211,181,0
"August","2021","Sunday","Midnight to 2:59","Fatal collisions",3,5,1,3
"August","2021","Sunday","Midnight to 2:59","Injury collisions",80,112,111,0
"August","2021","Sunday","3:00 to 5:59","Fatal collisions",1,1,1,1
"August","2021","Sunday","3:00 to 5:59","Injury collisions",41,56,57,0
"August","2021","Sunday","6:00 to 8:59","Fatal collisions",1,1,1,1
"August","2021","Sunday","6:00 to 8:59","Injury collisions",57,82,67,0
"August","2021","Sunday","9:00 to 11:59","Fatal collisions",2,6,3,3
"August","2021","Sunday","9:00 to 11:59","Injury collisions",135,243,182,0
"August","2021","Sunday","12:00 to 14:59","Fatal collisions",4,9,10,5
"August","2021","Sunday","12:00 to 14:59","Injury collisions",253,474,356,0
"August","2021","Sunday","15:00 to 17:59","Fatal collisions",9,12,3,10
"August","2021","Sunday","15:00 to 17:59","Injury collisions",234,419,332,0
"August","2021","Sunday","18:00 to 20:59","Fatal collisions",5,6,3,5
"August","2021","Sunday","18:00 to 20:59","Injury collisions",163,268,222,0
"August","2021","Sunday","21:00 to 23:59","Fatal collisions",4,6,6,4
"August","2021","Sunday","21:00 to 23:59","Injury collisions",117,191,165,0
"August","2021","Unknown","Midnight to 2:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","Midnight to 2:59","Injury collisions",0,0,0,0
"August","2021","Unknown","3:00 to 5:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","3:00 to 5:59","Injury collisions",0,0,0,0
"August","2021","Unknown","6:00 to 8:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","6:00 to 8:59","Injury collisions",0,0,0,0
"August","2021","Unknown","9:00 to 11:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","9:00 to 11:59","Injury collisions",0,0,0,0
"August","2021","Unknown","12:00 to 14:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","12:00 to 14:59","Injury collisions",0,0,0,0
"August","2021","Unknown","15:00 to 17:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","15:00 to 17:59","Injury collisions",0,0,0,0
"August","2021","Unknown","18:00 to 20:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","18:00 to 20:59","Injury collisions",0,0,0,0
"August","2021","Unknown","21:00 to 23:59","Fatal collisions",0,0,0,0
"August","2021","Unknown","21:00 to 23:59","Injury collisions",0,0,0,0
"September","2010","Total","Midnight to 2:59","Fatal collisions",14,21,10,16
"September","2010","Total","Midnight to 2:59","Injury collisions",450,655,646,0
"September","2010","Total","3:00 to 5:59","Fatal collisions",17,21,15,20
"September","2010","Total","3:00 to 5:59","Injury collisions",337,493,452,0
"September","2010","Total","6:00 to 8:59","Fatal collisions",14,22,22,15
"September","2010","Total","6:00 to 8:59","Injury collisions",1392,2609,1786,0
"September","2010","Total","9:00 to 11:59","Fatal collisions",17,28,9,17
"September","2010","Total","9:00 to 11:59","Injury collisions",1492,2774,1994,0
"September","2010","Total","12:00 to 14:59","Fatal collisions",29,50,22,31
"September","2010","Total","12:00 to 14:59","Injury collisions",2004,3755,2750,0
"September","2010","Total","15:00 to 17:59","Fatal collisions",29,51,23,30
"September","2010","Total","15:00 to 17:59","Injury collisions",2716,5337,3762,0
"September","2010","Total","18:00 to 20:59","Fatal collisions",30,43,19,33
"September","2010","Total","18:00 to 20:59","Injury collisions",1599,2882,2191,0
"September","2010","Total","21:00 to 23:59","Fatal collisions",26,45,11,28
"September","2010","Total","21:00 to 23:59","Injury collisions",896,1469,1281,0
"September","2010","Monday","Midnight to 2:59","Fatal collisions",0,0,0,0
"September","2010","Monday","Midnight to 2:59","Injury collisions",48,62,65,0
"September","2010","Monday","3:00 to 5:59","Fatal collisions",3,4,0,3
"September","2010","Monday","3:00 to 5:59","Injury collisions",38,57,44,0
"September","2010","Monday","6:00 to 8:59","Fatal collisions",1,1,0,1
"September","2010","Monday","6:00 to 8:59","Injury collisions",191,379,258,0
"September","2010","Monday","9:00 to 11:59","Fatal collisions",0,0,0,0
"September","2010","Monday","9:00 to 11:59","Injury collisions",189,332,249,0
"September","2010","Monday","12:00 to 14:59","Fatal collisions",4,7,2,4
"September","2010","Monday","12:00 to 14:59","Injury collisions",236,445,355,0
"September","2010","Monday","15:00 to 17:59","Fatal collisions",6,8,4,6
"September","2010","Monday","15:00 to 17:59","Injury collisions",363,717,468,0
"September","2010","Monday","18:00 to 20:59","Fatal collisions",3,4,2,4
"September","2010","Monday","18:00 to 20:59","Injury collisions",227,405,328,0
"September","2010","Monday","21:00 to 23:59","Fatal collisions",3,4,1,3
"September","2010","Monday","21:00 to 23:59","Injury collisions",100,161,139,0
"September","2010","Tuesday","Midnight to 2:59","Fatal collisions",3,5,6,3
"September","2010","Tuesday","Midnight to 2:59","Injury collisions",47,77,65,0
"September","2010","Tuesday","3:00 to 5:59","Fatal collisions",0,0,0,0
"September","2010","Tuesday","3:00 to 5:59","Injury collisions",33,57,43,0
"September","2010","Tuesday","6:00 to 8:59","Fatal collisions",2,4,1,2
"September","2010","Tuesday","6:00 to 8:59","Injury collisions",250,483,311,0
"September","2010","Tuesday","9:00 to 11:59","Fatal collisions",2,4,1,2
"September","2010","Tuesday","9:00 to 11:59","Injury collisions",255,478,341,0
"September","2010","Tuesday","12:00 to 14:59","Fatal collisions",2,2,0,3
"September","2010","Tuesday","12:00 to 14:59","Injury collisions",263,492,344,0
"September","2010","Tuesday","15:00 to 17:59","Fatal collisions",1,1,0,1
"September","2010","Tuesday","15:00 to 17:59","Injury collisions",367,732,511,0
"September","2010","Tuesday","18:00 to 20:59","Fatal collisions",4,7,3,4
"September","2010","Tuesday","18:00 to 20:59","Injury collisions",200,371,285,0
"September","2010","Tuesday","21:00 to 23:59","Fatal collisions",2,3,2,2
"September","2010","Tuesday","21:00 to 23:59","Injury collisions",86,145,129,0
"September","2010","Wednesday","Midnight to 2:59","Fatal collisions",2,3,0,3
"September","2010","Wednesday","Midnight to 2:59","Injury collisions",52,85,79,0
"September","2010","Wednesday","3:00 to 5:59","Fatal collisions",1,2,0,1
"September","2010","Wednesday","3:00 to 5:59","Injury collisions",28,49,34,0
"September","2010","Wednesday","6:00 to 8:59","Fatal collisions",1,2,1,2
"September","2010","Wednesday","6:00 to 8:59","Injury collisions",306,582,385,0
"September","2010","Wednesday","9:00 to 11:59","Fatal collisions",3,5,3,3
"September","2010","Wednesday","9:00 to 11:59","Injury collisions",234,451,305,0
"September","2010","Wednesday","12:00 to 14:59","Fatal collisions",4,5,0,4
"September","2010","Wednesday","12:00 to 14:59","Injury collisions",304,571,405,0
"September","2010","Wednesday","15:00 to 17:59","Fatal collisions",2,3,2,2
"September","2010","Wednesday","15:00 to 17:59","Injury collisions",460,926,629,0
"September","2010","Wednesday","18:00 to 20:59","Fatal collisions",2,3,0,2
"September","2010","Wednesday","18:00 to 20:59","Injury collisions",244,443,314,0
"September","2010","Wednesday","21:00 to 23:59","Fatal collisions",5,9,2,6
"September","2010","Wednesday","21:00 to 23:59","Injury collisions",112,176,138,0
"September","2010","Thursday","Midnight to 2:59","Fatal collisions",1,4,1,2
"September","2010","Thursday","Midnight to 2:59","Injury collisions",52,74,61,0
"September","2010","Thursday","3:00 to 5:59","Fatal collisions",1,2,1,1
"September","2010","Thursday","3:00 to 5:59","Injury collisions",46,65,59,0
"September","2010","Thursday","6:00 to 8:59","Fatal collisions",4,7,1,4
"September","2010","Thursday","6:00 to 8:59","Injury collisions",251,491,312,0
"September","2010","Thursday","9:00 to 11:59","Fatal collisions",3,6,1,3
"September","2010","Thursday","9:00 to 11:59","Injury collisions",271,516,350,0
"September","2010","Thursday","12:00 to 14:59","Fatal collisions",5,11,4,5
"September","2010","Thursday","12:00 to 14:59","Injury collisions",310,581,422,0
"September","2010","Thursday","15:00 to 17:59","Fatal collisions",5,9,5,5
"September","2010","Thursday","15:00 to 17:59","Injury collisions",532,1077,720,0
"September","2010","Thursday","18:00 to 20:59","Fatal collisions",7,9,5,7
"September","2010","Thursday","18:00 to 20:59","Injury collisions",328,601,448,0
"September","2010","Thursday","21:00 to 23:59","Fatal collisions",7,14,1,8
"September","2010","Thursday","21:00 to 23:59","Injury collisions",155,254,196,0
"September","2010","Friday","Midnight to 2:59","Fatal collisions",0,0,0,0
"September","2010","Friday","Midnight to 2:59","Injury collisions",49,68,69,0
"September","2010","Friday","3:00 to 5:59","Fatal collisions",3,4,6,4
"September","2010","Friday","3:00 to 5:59","Injury collisions",42,54,57,0
"September","2010","Friday","6:00 to 8:59","Fatal collisions",4,6,19,4
"September","2010","Friday","6:00 to 8:59","Injury collisions",218,410,281,0
"September","2010","Friday","9:00 to 11:59","Fatal collisions",3,5,3,3
"September","2010","Friday","9:00 to 11:59","Injury collisions",215,396,273,0
"September","2010","Friday","12:00 to 14:59","Fatal collisions",4,8,3,4
"September","2010","Friday","12:00 to 14:59","Injury collisions",332,628,428,0
"September","2010","Friday","15:00 to 17:59","Fatal collisions",5,10,0,5
"September","2010","Friday","15:00 to 17:59","Injury collisions",442,877,599,0
"September","2010","Friday","18:00 to 20:59","Fatal collisions",3,7,4,3
